2)POLSKA,116 338,"30,31",,,,,,,,,,,,,,,,,,
"",Ogniska zakażeń w powiatach,,,,,,,,,,,,,,,,,,,
"",Lp.,Powiat,Liczba potwierdzonych przypadków COVID-19 stan w dniu 11.10.2020 r. na godz. 8:00,,,,,,,,,,,,,,,,,
"",,,Ogółem,"Zapadalność /Aktywneprzypadki(na 10 000)","Liczbazgonów","Liczbawyleczonych","Liczbaaktywnych3)przypadków","Osoby zkwarantannypo powrociez zagranicy","Osoby zkwarantanny pokontakcie zosobą zakażoną","Zachorowaniapoprzez kontaktw szpitalu lubprzychodni","Zachorowaniaw DPS","Zachorowaniaw ZOL",Zakłady pracy,Szkoły,Uczelnie,Akademiki,Wesela,"Puby,kawiarnie,restauracje,kluby","Transportpubliczny","Inne przypadkizachorowań"
"",1,bocheński,582,"54,46",30,444,100,3,142,31,240,0,13,23,0,0,31,0,0,99
"",2,brzeski,235,"25,21",2,161,70,3,37,66,13,2,2,0,0,0,0,21,0,91
"",3,chrzanowski,279,"22,40 / 12,77",5,115,159,1,40,25,25,2,16,0,0,0,8,0,0,162
"",4,dąbrowski,97,"16,39",2,60,35,2,49,4,0,0,1,0,0,0,0,0,0,41
"",5,gorlicki,243,"22,32",2,159,82,2,102,17,0,0,0,10,0,0,13,0,0,99
"",6,krakowski,835,"29,90",6,663,166,6,182,48,15,0,13,4,0,0,2,4,0,561
"",7,limanowski,1 026,"77,87 / 20,87",11,739,275,0,369,52,39,0,0,12,0,0,0,0,1,553
"",8,miechowski,183,"37,49 / 19,87",1,85,97,0,47,0,0,0,14,0,0,0,0,0,0,122
"",9,myślenicki,979,"76,72 / 31,50",2,575,402,0,248,42,24,0,80,18,0,0,2,0,0,565
"",10,nowosądecki,1 673,"77,17 / 12,73",31,1 366,276,7,1 043,96,64,1,321,38,0,0,20,0,0,83
"",11,nowotarski,1 317,"68,67 / 27,53",24,761,528,2,409,90,25,28,68,8,0,0,0,0,1,686
"",12,olkuski,314,"28,23 / 12,77",3,169,142,4,15,9,2,1,56,16,0,0,2,0,0,209
"",13,oświęcimski,632,"41,18 / 12,77",13,423,196,2,221,52,26,0,0,0,0,0,0,0,0,331
"",14,proszowicki,102,"23,60",3,64,35,2,8,10,27,0,0,0,0,0,0,0,0,55
"",15,suski,612,"72,66 / 27,42",8,372,231,2,174,13,69,7,71,19,0,0,19,0,0,238
"",16,tarnowski,415,"20,60",9,303,102,6,187,14,56,0,15,0,0,0,0,0,0,137
"",17,tatrzański,642,"94,31 / 33,64",10,400,229,2,181,74,41,0,41,45,0,0,0,0,0,258
"",18,wadowicki,633,"39,56 / 16,56",11,356,265,0,220,55,54,0,22,20,0,0,0,0,0,262
"",19,wielicki,513,"39,73 / 14,48",7,317,187,1,254,11,0,0,7,2,0,0,0,0,0,238
"",20,m. Kraków,3 532,"45,33 / 12,23",41,2 537,953,33,532,226,90,17,57,13,0,36,34,32,0,2 462
"",21,m. Nowy Sącz,658,"78,53 / 12,29",18,537,103,3,360,39,106,0,125,7,0,0,7,1,0,10
"",22,m. Tarnów,186,"17,15",1,100,85,8,43,17,0,0,5,0,0,0,0,0,0,113
"RazemMałopolska",15 688,"45,99 / 13,83",240,10 706,4 718,89,4 863,991,916,58,927,235,0,36,138,58,2,7 375,,
2)POLSKA,121 638,"31,69",,,,,,,,,,,,,,,,,,
"",Ogniska zakażeń w powiatach,,,,,,,,,,,,,,,,,,,
"",Lp.,Powiat,Liczba potwierdzonych przypadków COVID-19 stan w dniu 12.10.2020 r. na godz. 8:00,,,,,,,,,,,,,,,,,
"",,,Ogółem,"Zapadalność /Aktywneprzypadki(na 10 000)","Liczbazgonów","Liczbawyleczonych","Liczbaaktywnych3)przypadków","Osoby zkwarantannypo powrociez zagranicy","Osoby zkwarantanny pokontakcie zosobą zakażoną","Zachorowaniapoprzez kontaktw szpitalu lubprzychodni","Zachorowaniaw DPS","Zachorowaniaw ZOL",Zakłady pracy,Szkoły,Uczelnie,Akademiki,Wesela,"Puby,kawiarnie,restauracje,kluby","Transportpubliczny","Inne przypadkizachorowań"
"",1,bocheński,591,"55,31 / 10,20",30,444,109,3,143,31,240,0,13,23,0,0,31,0,0,107
"",2,brzeski,246,"26,39",2,161,81,3,37,66,13,2,2,0,0,0,0,21,0,102
"",3,chrzanowski,299,"24,01 / 14,37",5,115,179,1,40,26,25,2,16,0,0,0,8,0,0,181
"",4,dąbrowski,102,"17,24",2,62,38,2,49,4,0,0,1,0,0,0,0,0,0,46
"",5,gorlicki,269,"24,70",2,159,108,2,97,24,0,0,0,10,0,0,20,0,0,116
"",6,krakowski,915,"32,77",7,662,246,6,182,48,15,0,13,4,0,0,2,4,0,641
"",7,limanowski,1 045,"79,31 / 21,33",11,752,281,0,369,52,39,0,0,12,0,0,0,0,1,572
"",8,miechowski,187,"38,31 / 20,28",1,87,99,0,48,0,0,0,14,0,0,0,0,0,0,125
"",9,myślenicki,1 018,"79,78 / 34,56",2,575,441,0,252,42,27,0,85,21,0,0,2,0,0,589
"",10,nowosądecki,1 701,"78,46 / 13,65",31,1 374,296,7,1 061,100,64,1,325,40,0,0,20,0,0,83
"",11,nowotarski,1 356,"70,71 / 29,56",24,761,567,2,410,90,25,28,77,8,0,0,0,0,1,715
"",12,olkuski,332,"29,85 / 14,12",3,172,157,4,15,9,4,1,64,17,0,0,2,0,0,216
"",13,oświęcimski,642,"41,83 / 13,42",13,423,206,2,221,55,26,0,0,0,0,0,0,0,0,338
"",14,proszowicki,106,"24,52",3,64,39,2,8,10,27,0,0,0,0,0,0,0,0,59
"",15,suski,637,"75,62 / 28,61",8,387,241,2,178,13,69,7,71,21,0,0,19,0,0,257
"",16,tarnowski,425,"21,09",9,303,112,6,191,14,56,0,15,0,0,0,0,0,0,143
"",17,tatrzański,675,"99,16 / 36,58",10,413,249,2,181,79,41,0,43,49,0,0,0,0,0,280
"",18,wadowicki,645,"40,31 / 17,31",11,356,277,0,220,56,54,0,22,20,0,0,0,0,0,273
"",19,wielicki,529,"40,96 / 15,72",7,317,203,1,254,11,0,0,7,2,0,0,1,0,0,253
"",20,m. Kraków,3 800,"48,77 / 15,67",41,2 537,1 221,33,532,226,90,17,57,13,0,36,34,32,0,2 730
"",21,m. Nowy Sącz,663,"79,12 / 12,89",18,537,108,3,360,43,106,0,126,7,0,0,7,1,0,10
"",22,m. Tarnów,195,"17,98",1,100,94,8,45,17,0,0,9,0,0,0,0,0,0,116
"RazemMałopolska",16 378,"48,02 / 15,69",241,10 761,5 352,89,4 893,1 016,921,58,960,247,0,36,146,58,2,7 952,,
2)POLSKA,125 816,"32,78",,,,,,,,,,,,,,,,,,
"",Ogniska zakażeń w powiatach,,,,,,,,,,,,,,,,,,,
"",Lp.,Powiat,Liczba potwierdzonych przypadków COVID-19 stan w dniu 6.10.2020 r. na godz. 8:00,,,,,,,,,,,,,,,,,
"",,,Ogółem,"Zapadalność /Aktywneprzypadki(na 10 000)","Liczbazgonów","Liczbawyleczonych","Liczbaaktywnych3)przypadków","Osoby zkwarantannypo powrociez zagranicy","Osoby zkwarantanny pokontakcie zosobą zakażoną","Zachorowaniapoprzez kontaktw szpitalu lubprzychodni","Zachorowaniaw DPS","Zachorowaniaw ZOL",Zakłady pracy,Szkoły,Uczelnie,Akademiki,Wesela,"Puby,kawiarnie,restauracje,kluby","Transportpubliczny","Inne przypadkizachorowań"
"",1,bocheński,518,"48,48",30,421,59,3,134,20,240,0,12,23,0,0,31,0,0,55
"",2,brzeski,189,"20,28",2,156,29,3,35,58,12,2,2,0,0,0,0,21,0,56
"",3,chrzanowski,202,"16,22",4,100,98,1,40,16,23,2,16,0,0,0,8,0,0,96
"",4,dąbrowski,74,"12,51",1,53,20,2,41,4,0,0,0,0,0,0,0,0,0,27
"",5,gorlicki,191,"17,54",2,151,38,2,90,9,0,0,0,9,0,0,13,0,0,68
"",6,krakowski,699,"25,03",6,581,112,6,177,45,14,0,11,4,0,0,2,4,0,436
"",7,limanowski,878,"66,63 / 14,12",10,681,186,0,367,29,34,0,0,10,0,0,0,0,1,437
"",8,miechowski,124,"25,40",1,78,45,0,37,0,0,0,3,0,0,0,0,0,0,84
"",9,myślenicki,774,"60,66 / 23,04",2,478,294,0,235,28,24,0,76,15,0,0,2,0,0,394
"",10,nowosądecki,1 534,"70,76",28,1 331,175,7,961,83,64,1,299,25,0,0,20,0,0,74
"",11,nowotarski,1 114,"58,09 / 21,33",21,681,409,2,392,83,25,0,34,7,0,0,0,0,1,570
"",12,olkuski,209,"18,79",1,131,77,4,15,8,1,0,50,13,0,0,2,0,0,116
"",13,oświęcimski,535,"34,86",8,406,121,2,220,42,2,0,0,0,0,0,0,0,0,269
"",14,proszowicki,78,"18,05",3,58,17,2,8,9,27,0,0,0,0,0,0,0,0,32
"",15,suski,437,"51,88",6,357,74,2,162,5,15,0,62,7,0,0,19,0,0,165
"",16,tarnowski,360,"17,87",9,283,67,6,166,13,56,0,0,0,0,0,0,0,0,119
"",17,tatrzański,534,"78,45 / 26,74",8,342,182,2,181,45,39,0,39,29,0,0,0,0,0,199
"",18,wadowicki,527,"32,94 / 11,81",9,329,189,0,206,42,53,0,16,11,0,0,0,0,0,199
"",19,wielicki,415,"32,14",7,306,100,1,246,9,0,0,2,0,0,0,0,0,0,157
"",20,m. Kraków,2 630,"33,76",38,2 122,469,33,519,210,3,16,51,13,0,32,34,32,0,1 687
"",21,m. Nowy Sącz,595,"71,01",17,503,75,3,326,33,106,0,114,4,0,0,7,0,0,2
"",22,m. Tarnów,126,"11,62",1,85,40,8,27,8,0,0,0,0,0,0,0,0,83,0
"RazemMałopolska",12 743,"37,36",214,9 633,2 876,89,4 585,799,738,21,787,170,0,32,138,57,85,5 242,,
2)POLSKA,102 080,"26,59",,,,,,,,,,,,,,,,,,
"",Ogniska zakażeń w powiatach,,,,,,,,,,,,,,,,,,,
"",Lp.,Powiat,Liczba potwierdzonych przypadków COVID-19 stan w dniu 8.10.2020 r. na godz. 8:00,,,,,,,,,,,,,,,,,
"",,,Ogółem,"Zapadalność /Aktywneprzypadki(na 10 000)","Liczbazgonów","Liczbawyleczonych","Liczbaaktywnych3)przypadków","Osoby zkwarantannypo powrociez zagranicy","Osoby zkwarantanny pokontakcie zosobą zakażoną","Zachorowaniapoprzez kontaktw szpitalu lubprzychodni","Zachorowaniaw DPS","Zachorowaniaw ZOL",Zakłady pracy,Szkoły,Uczelnie,Akademiki,Wesela,"Puby,kawiarnie,restauracje,kluby","Transportpubliczny","Inne przypadkizachorowań"
"",1,bocheński,541,"50,63",30,425,78,3,136,24,240,0,12,23,0,0,31,0,0,72
"",2,brzeski,209,"22,42",2,156,49,3,37,64,13,2,2,0,0,0,0,21,0,67
"",3,chrzanowski,229,"18,39",4,106,119,1,40,24,25,2,16,0,0,0,8,0,0,113
"",4,dąbrowski,81,"13,69",1,56,24,2,42,4,0,0,0,0,0,0,0,0,0,33
"",5,gorlicki,199,"18,28",2,155,42,2,93,9,0,0,0,10,0,0,13,0,0,72
"",6,krakowski,744,"26,64",6,643,95,6,181,45,14,0,12,4,0,0,2,4,0,476
"",7,limanowski,909,"68,99 / 14,72",10,704,194,0,367,29,35,0,0,10,0,0,0,0,1,467
"",8,miechowski,138,"28,27 / 11,88",1,79,58,0,42,0,0,0,3,0,0,0,0,0,0,93
"",9,myślenicki,836,"65,52 / 27,19",2,487,347,0,244,29,24,0,76,16,0,0,2,0,0,445
"",10,nowosądecki,1 578,"72,79",28,1 345,205,7,981,90,64,1,311,29,0,0,20,0,0,75
"",11,nowotarski,1 180,"61,53 / 22,26",24,726,427,2,398,83,25,0,41,8,0,0,0,0,1,622
"",12,olkuski,236,"21,22",3,143,90,4,15,8,2,1,51,15,0,0,2,0,0,138
"",13,oświęcimski,558,"36,36",10,414,134,2,220,50,4,0,0,0,0,0,0,0,0,282
"",14,proszowicki,86,"19,90",3,58,25,2,8,9,27,0,0,0,0,0,0,0,0,40
"",15,suski,500,"59,36 / 15,67",7,361,132,2,163,5,27,0,70,11,0,0,19,0,0,203
"",16,tarnowski,368,"18,26",9,291,67,6,170,14,56,0,0,0,0,0,0,0,0,122
"",17,tatrzański,567,"83,29 / 28,94",10,357,197,2,182,51,39,0,40,37,0,0,0,0,0,216
"",18,wadowicki,548,"34,25 / 12,19",11,341,195,0,207,44,53,,18,14,0,0,0,0,0,212
"",19,wielicki,458,"35,47 / 11,07",7,306,143,1,249,11,0,0,5,2,0,0,0,0,0,190
"",20,m. Kraków,2 935,"37,67",41,2 447,446,33,528,210,4,17,55,13,0,36,34,32,0,1 973
"",21,m. Nowy Sącz,610,"72,80",18,530,62,3,334,37,106,0,116,5,0,0,7,0,0,2
"",22,m. Tarnów,138,"12,72",1,92,45,8,27,8,0,0,0,0,0,0,0,0,0,95
"RazemMałopolska",13 648,"40,01",230,10 222,3 174,89,4 664,848,758,23,828,197,0,36,138,57,2,6 008,,
2)POLSKA,107 319,"27,96",,,,,,,,,,,,,,,,,,
"",Ogniska zakażeń w powiatach,,,,,,,,,,,,,,,,,,,
"",Lp.,Powiat,Liczba potwierdzonych przypadków COVID-19 stan w dniu 9.10.2020 r. na godz. 8:00,,,,,,,,,,,,,,,,,
"",,,Ogółem,"Zapadalność /Aktywneprzypadki(na 10 000)","Liczbazgonów","Liczbawyleczonych","Liczbaaktywnych3)przypadków","Osoby zkwarantannypo powrociez zagranicy","Osoby zkwarantanny pokontakcie zosobą zakażoną","Zachorowaniapoprzez kontaktw szpitalu lubprzychodni","Zachorowaniaw DPS","Zachorowaniaw ZOL",Zakłady pracy,Szkoły,Uczelnie,Akademiki,Wesela,"Puby,kawiarnie,restauracje,kluby","Transportpubliczny","Inne przypadkizachorowań"
"",1,bocheński,555,"51,94",30,443,74,3,141,24,240,0,12,23,0,0,31,0,0,81
"",2,brzeski,218,"23,39",2,156,58,3,37,64,13,2,2,0,0,0,0,21,0,76
"",3,chrzanowski,253,"20,32 / 11,16",5,109,139,1,40,25,25,2,16,0,0,0,8,0,0,136
"",4,dąbrowski,88,"14,87",1,57,30,2,44,4,0,0,1,0,0,0,0,0,0,37
"",5,gorlicki,211,"19,38",2,155,54,2,94,10,0,0,0,10,0,0,13,0,0,82
"",6,krakowski,768,"27,50",6,651,111,6,182,46,15,0,12,4,0,0,2,4,0,497
"",7,limanowski,960,"72,86 / 18,37",10,707,242,0,368,32,38,0,0,12,0,0,0,0,1,509
"",8,miechowski,150,"30,73 / 14,34",1,79,70,0,44,0,0,0,5,0,0,0,0,0,0,101
"",9,myślenicki,881,"69,04 / 25,39",2,555,324,0,247,29,24,0,76,16,0,0,2,0,0,487
"",10,nowosądecki,1 610,"74,26 / 10,47",28,1 355,227,7,1 005,90,64,1,314,33,0,0,20,0,0,76
"",11,nowotarski,1 235,"64,40 / 24,25",24,743,465,2,401,90,25,8,46,8,0,0,0,0,1,654
"",12,olkuski,255,"22,93",3,150,102,4,15,8,2,1,51,16,0,0,2,0,0,156
"",13,oświęcimski,578,"37,66",13,415,150,2,221,51,5,0,0,0,0,0,0,0,0,299
"",14,proszowicki,94,"21,75",3,60,31,2,8,9,27,0,0,0,0,0,0,0,0,48
"",15,suski,570,"67,67 / 23,74",7,363,200,2,171,11,69,0,71,14,0,0,19,0,0,213
"",16,tarnowski,381,"18,91",9,291,80,6,177,14,56,0,0,0,0,0,0,0,0,128
"",17,tatrzański,600,"88,14 / 32,32",10,367,220,2,181,58,39,0,40,42,0,0,0,0,0,238
"",18,wadowicki,578,"36,12 / 14,06",11,341,225,0,216,48,53,0,20,16,0,0,0,0,0,225
"",19,wielicki,481,"37,25 / 12,39",7,312,160,1,250,11,0,0,5,2,0,0,0,0,0,212
"",20,m. Kraków,3 136,"40,25",41,2 475,619,33,531,218,90,17,55,13,0,36,34,32,0,2 077
"",21,m. Nowy Sącz,624,"74,47",18,530,76,3,345,37,106,0,119,5,0,0,7,0,0,2
"",22,m. Tarnów,146,"13,46",1,92,53,8,31,8,0,0,0,0,0,0,0,0,0,99
"RazemMałopolska",14 372,"42,14 / 10,88",234,10 406,3 710,89,4 749,887,891,31,845,214,0,36,138,57,2,6 433,,
2)POLSKA,111 599,"29,07",,,,,,,,,,,,,,,,,,
Ogniska zakażeń w powiatach,,,,,,,,,,,,,,,,,,
Lp.,Powiat,Liczba potwierdzonych przypadków COVID-19 stan w dniu 02.09.2020 r. na godz. 8:00,,,,,,,,,,,,,,,,
"",,Ogółem,1)Ludność,"Zapadalność /Aktywneprzypadki(na 10 000)","Liczbazgonów","Liczbawyleczonych","Liczbaaktywnych3)przypadków","Osoby zkwarantannypo powrociez zagranicy","Osoby zkwarantanny pokontakcie zosobą zakażoną","Zachorowaniapoprzez kontaktw szpitalu lubprzychodni","Zachorowaniaw DPS","Zachorowaniaw ZOL",Zakłady pracy,Szkoły,"Uczelnie/Akademiki",Wesela,"Puby,KawiarnieRestauracje,Kluby","Inne przypadkizachorowań"
1,bocheński,437,106 858,"40,90 / 13,48",29,257,144,3,124,13,240,0,11,17,0,26,0,3
2,brzeski,146,93 201,"15,67",2,69,73,3,29,50,0,2,1,0,0,0,21,40
3,chrzanowski,72,124 536,"5,78",2,51,19,1,27,1,0,0,16,0,0,0,0,27
4,dąbrowski,47,59 174,"7,94",0,28,19,2,38,1,0,0,0,0,0,0,0,6
5,gorlicki,134,108 886,"12,31",2,69,63,2,87,5,0,0,,4,,,,36
6,krakowski,323,279 239,"11,57",3,136,184,6,95,28,0,0,5,0,0,2,4,183
7,limanowski,525,131 764,"39,84 / 22,08",7,226,291,0,327,29,0,0,0,0,0,0,0,169
8,miechowski,44,48 818,"9,01",0,18,26,0,25,0,0,0,0,0,0,0,0,19
9,myślenicki,280,127 600,"21,94",0,227,53,0,149,21,0,0,45,0,0,2,0,63
10,nowosądecki,1 245,216 796,"57,43 / 25,69",14,674,557,7,784,41,57,,268,1,,19,,68
11,nowotarski,564,191 782,"29,41 / 19,81",8,176,380,2,272,69,0,0,1,2,0,0,0,218
12,olkuski,59,111 217,"5,30",0,32,27,4,7,8,0,0,17,0,0,0,0,23
13,oświęcimski,382,153 486,"24,89",6,234,142,2,202,16,0,0,0,0,0,0,0,162
14,proszowicki,35,43 222,"8,10",2,15,18,2,6,7,2,0,0,0,0,0,0,18
15,suski,259,84 232,"30,75",2,224,33,2,136,3,,,55,,,15,,48
16,tarnowski,278,201 497,"13,80",8,138,132,6,162,3,56,0,0,0,0,0,0,51
17,tatrzański,269,68 072,"39,52 / 12,78",2,180,87,2,171,13,0,0,12,0,0,0,0,71
18,wadowicki,270,160 006,"16,87",6,146,118,0,168,19,0,0,3,0,0,0,0,80
19,wielicki,274,129 136,"21,22",5,147,121,1,220,9,0,0,0,0,0,0,0,44
20,m. Kraków,1 542,779 115,"19,79 / 11,59",25,614,903,30,354,130,0,0,24,0,0,34,32,938
21,m. Nowy Sącz,489,83 794,"58,36 / 32,46",12,205,272,3,256,17,104,0,102,0,0,7,0,0
22,m. Tarnów,64,108 470,"5,90",0,32,32,8,22,3,0,0,0,0,0,0,0,31
"RazemMałopolska",7 738,3 410 901,"22,69 / 10,83",135,3 898,3 694,86,3 661,486,459,2,560,24,0,105,57,2 298,
"2)POLSKA",67 922,38 386 476,"17,69",,,,,,,,,,,,,,,
"",Ogniska zakażeń w powiatach,,,,,,,,,,,,,,,,,,,,
"",Lp.,Powiat,Liczba potwierdzonych przypadków COVID-19 stan w dniu 01.10.2020 r. na godz. 8:00,,,,,,,,,,,,,,,,,,
"",,,Ogółem,1)Ludność,"Zapadalność /Aktywneprzypadki(na 10 000)","Liczbazgonów","Liczbawyleczonych","Liczbaaktywnych3)przypadków","Osoby zkwarantannypo powrociez zagranicy","Osoby zkwarantanny pokontakcie zosobą zakażoną","Zachorowaniapoprzez kontaktw szpitalu lubprzychodni","Zachorowaniaw DPS","Zachorowaniaw ZOL",Zakłady pracy,Szkoły,Uczelnie,Akademiki,Wesela,"Puby,kawiarnie,restauracje,kluby","Transportpubliczny","Inne przypadkizachorowań"
"",1,bocheński,493,106 858,"46,14",30,403,53,3,129,13,240,0,12,23,0,0,31,0,0,42
"",2,brzeski,173,93 201,"18,56",2,152,17,3,33,50,11,2,2,0,0,0,0,21,0,51
"",3,chrzanowski,152,124 536,"12,21",4,91,57,1,39,11,5,0,16,0,0,0,8,0,0,72
"",4,dąbrowski,69,59 174,"11,66",0,52,17,2,40,2,0,0,0,0,0,0,0,0,0,25
"",5,gorlicki,172,108 886,"15,80",2,146,24,2,86,7,0,0,0,9,0,0,13,0,0,55
"",6,krakowski,651,279 239,"23,31",6,512,133,6,172,40,13,0,9,4,0,0,2,4,0,401
"",7,limanowski,798,131 764,"60,56 / 20,42",9,519,269,0,367,29,31,0,0,10,0,0,0,0,1,360
"",8,miechowski,102,48 818,"20,89",1,70,31,0,30,0,0,0,1,0,0,0,0,0,0,71
"",9,myślenicki,656,127 600,"51,41 / 18,73",1,416,239,0,221,28,19,0,73,11,0,0,2,0,0,302
"",10,nowosądecki,1 479,216 796,"68,22",24,1 258,197,7,931,73,64,1,289,22,0,0,20,0,0,72
"",11,nowotarski,1 000,191 782,"52,14 / 18,77",20,617,360,2,375,81,24,0,30,7,0,0,0,0,1,480
"",12,olkuski,178,111 217,"16,00",1,111,66,4,15,8,0,0,50,11,0,0,0,0,0,90
